time_seconds,link_id,aggregated_gbps
429.5,Link_Test_1,2.9369
429.6,Link_Test_1,2.7417
429.7,Link_Test_1,2.561
429.8,Link_Test_1,3.1154
429.9,Link_Test_1,2.8183
430.0,Link_Test_1,2.8937
430.1,Link_Test_1,2.6487
430.2,Link_Test_1,2.8575
430.3,Link_Test_1,2.7818
430.4,Link_Test_1,2.9067
430.5,Link_Test_1,2.7678
430.6,Link_Test_1,2.9916
430.7,Link_Test_1,3.329
430.8,Link_Test_1,3.1308
430.9,Link_Test_1,2.8124
431.0,Link_Test_1,2.9728
431.1,Link_Test_1,2.9023
431.2,Link_Test_1,3.2547
431.3,Link_Test_1,3.1847
431.4,Link_Test_1,3.1219
431.5,Link_Test_1,3.3823
431.6,Link_Test_1,2.9741
431.7,Link_Test_1,3.068
431.8,Link_Test_1,3.2261
431.9,Link_Test_1,3.3974
432.0,Link_Test_1,3.5889
432.1,Link_Test_1,3.1188
432.2,Link_Test_1,3.4462
432.3,Link_Test_1,2.8623
432.4,Link_Test_1,3.0815
432.5,Link_Test_1,3.3269
432.6,Link_Test_1,3.2663
432.7,Link_Test_1,3.0974
432.8,Link_Test_1,3.2508
432.9,Link_Test_1,3.2469
433.0,Link_Test_1,3.2348
433.1,Link_Test_1,3.4915
433.2,Link_Test_1,3.2532
433.3,Link_Test_1,3.7443
433.4,Link_Test_1,3.0028
433.5,Link_Test_1,3.5228
433.6,Link_Test_1,3.2131
433.7,Link_Test_1,3.4782
433.8,Link_Test_1,3.5299
433.9,Link_Test_1,3.3056
434.0,Link_Test_1,3.5638
434.1,Link_Test_1,3.5892
434.2,Link_Test_1,3.5553
434.3,Link_Test_1,3.4283
434.4,Link_Test_1,3.6408
434.5,Link_Test_1,3.3517
434.6,Link_Test_1,3.5524
434.7,Link_Test_1,3.5476
434.8,Link_Test_1,3.5985
434.9,Link_Test_1,3.6938
435.0,Link_Test_1,3.9403
435.1,Link_Test_1,3.689
435.2,Link_Test_1,3.6166
435.3,Link_Test_1,3.3492
435.4,Link_Test_1,3.8585
435.5,Link_Test_1,3.3362
435.6,Link_Test_1,3.4542
435.7,Link_Test_1,3.276
435.8,Link_Test_1,3.6501
435.9,Link_Test_1,3.7325
436.0,Link_Test_1,3.6996
436.1,Link_Test_1,3.7615
436.2,Link_Test_1,3.6894
436.3,Link_Test_1,3.6051
436.4,Link_Test_1,3.7609
436.5,Link_Test_1,3.6604
436.6,Link_Test_1,3.693
436.7,Link_Test_1,3.8875
436.8,Link_Test_1,3.9874
436.9,Link_Test_1,4.0046
437.0,Link_Test_1,3.6233
437.1,Link_Test_1,3.3793
437.2,Link_Test_1,3.9367
437.3,Link_Test_1,3.9839
437.4,Link_Test_1,4.0815
437.5,Link_Test_1,3.8264
437.6,Link_Test_1,3.673
437.7,Link_Test_1,4.092
437.8,Link_Test_1,3.9212
437.9,Link_Test_1,3.8377
438.0,Link_Test_1,3.8272
438.1,Link_Test_1,3.8717
438.2,Link_Test_1,3.632
438.3,Link_Test_1,3.7288
438.4,Link_Test_1,3.4997
438.5,Link_Test_1,3.7286
438.6,Link_Test_1,4.2456
438.7,Link_Test_1,4.1803
438.8,Link_Test_1,3.9235
438.9,Link_Test_1,3.8033
439.0,Link_Test_1,4.1357
439.1,Link_Test_1,3.8751
439.2,Link_Test_1,3.7619
439.3,Link_Test_1,3.8359
439.4,Link_Test_1,4.1205
439.5,Link_Test_1,3.7372
439.6,Link_Test_1,3.8328
439.7,Link_Test_1,4.0333
439.8,Link_Test_1,3.7764
439.9,Link_Test_1,3.9866
440.0,Link_Test_1,3.8551
440.1,Link_Test_1,3.7653
440.2,Link_Test_1,3.9503
440.3,Link_Test_1,4.4077
440.4,Link_Test_1,3.9374
440.5,Link_Test_1,3.8123
440.6,Link_Test_1,4.2288
440.7,Link_Test_1,4.1982
440.8,Link_Test_1,4.3313
440.9,Link_Test_1,3.8778
441.0,Link_Test_1,3.7523
441.1,Link_Test_1,3.7865
441.2,Link_Test_1,4.3392
441.3,Link_Test_1,3.8378
441.4,Link_Test_1,3.7749
441.5,Link_Test_1,4.0786
441.6,Link_Test_1,4.1112
441.7,Link_Test_1,3.8473
441.8,Link_Test_1,3.8716
441.9,Link_Test_1,4.0034
442.0,Link_Test_1,3.8556
442.1,Link_Test_1,4.1839
442.2,Link_Test_1,4.038
442.3,Link_Test_1,4.1821
442.4,Link_Test_1,3.9828
442.5,Link_Test_1,3.7159
442.6,Link_Test_1,4.0947
442.7,Link_Test_1,3.729
442.8,Link_Test_1,4.0522
442.9,Link_Test_1,4.1018
443.0,Link_Test_1,4.0077
443.1,Link_Test_1,3.9184
443.2,Link_Test_1,3.6831
443.3,Link_Test_1,4.0256
443.4,Link_Test_1,4.4985
443.5,Link_Test_1,4.174
443.6,Link_Test_1,4.4152
443.7,Link_Test_1,3.8691
443.8,Link_Test_1,3.9617
443.9,Link_Test_1,3.8298
444.0,Link_Test_1,4.2215
444.1,Link_Test_1,4.0716
444.2,Link_Test_1,4.1332
444.3,Link_Test_1,3.995
444.4,Link_Test_1,4.037
444.5,Link_Test_1,4.0446
444.6,Link_Test_1,3.8747
444.7,Link_Test_1,3.8431
444.8,Link_Test_1,3.8746
444.9,Link_Test_1,4.117
445.0,Link_Test_1,4.3495
445.1,Link_Test_1,3.6983
445.2,Link_Test_1,4.1525
445.3,Link_Test_1,3.751
445.4,Link_Test_1,4.4549
445.5,Link_Test_1,3.9512
445.6,Link_Test_1,3.8708
445.7,Link_Test_1,4.0386
445.8,Link_Test_1,4.2504
445.9,Link_Test_1,3.5614
446.0,Link_Test_1,3.8152
446.1,Link_Test_1,3.6266
446.2,Link_Test_1,4.0182
446.3,Link_Test_1,3.9594
446.4,Link_Test_1,3.8611
446.5,Link_Test_1,3.9742
446.6,Link_Test_1,4.3288
446.7,Link_Test_1,3.7487
446.8,Link_Test_1,4.0177
446.9,Link_Test_1,3.8132
447.0,Link_Test_1,3.7158
447.1,Link_Test_1,4.0897
447.2,Link_Test_1,3.4583
447.3,Link_Test_1,4.0446
447.4,Link_Test_1,3.8738
447.5,Link_Test_1,4.0456
447.6,Link_Test_1,3.9078
447.7,Link_Test_1,3.7744
447.8,Link_Test_1,3.8386
447.9,Link_Test_1,3.9534
448.0,Link_Test_1,3.7855
448.1,Link_Test_1,4.1101
448.2,Link_Test_1,4.2994
448.3,Link_Test_1,4.0641
448.4,Link_Test_1,4.103
448.5,Link_Test_1,3.8862
448.6,Link_Test_1,3.88
448.7,Link_Test_1,4.0435
448.8,Link_Test_1,3.5039
448.9,Link_Test_1,3.7401
449.0,Link_Test_1,3.7618
449.1,Link_Test_1,3.7562
449.2,Link_Test_1,3.6011
449.3,Link_Test_1,3.8108
449.4,Link_Test_1,3.8799
449.5,Link_Test_1,3.6581
449.6,Link_Test_1,3.6119
449.7,Link_Test_1,4.0963
449.8,Link_Test_1,3.6831
449.9,Link_Test_1,3.6045
450.0,Link_Test_1,3.5345
450.1,Link_Test_1,3.6615
450.2,Link_Test_1,3.8895
450.3,Link_Test_1,3.7644
450.4,Link_Test_1,4.0309
450.5,Link_Test_1,3.5089
450.6,Link_Test_1,3.5992
450.7,Link_Test_1,3.5014
450.8,Link_Test_1,3.7968
450.9,Link_Test_1,3.369
451.0,Link_Test_1,4.0328
451.1,Link_Test_1,3.6331
451.2,Link_Test_1,3.6021
451.3,Link_Test_1,3.628
451.4,Link_Test_1,3.486
451.5,Link_Test_1,3.2676
451.6,Link_Test_1,3.4089
451.7,Link_Test_1,3.4951
451.8,Link_Test_1,3.4496
451.9,Link_Test_1,3.7186
452.0,Link_Test_1,3.4917
452.1,Link_Test_1,3.8411
452.2,Link_Test_1,3.3255
452.3,Link_Test_1,3.7586
452.4,Link_Test_1,3.2775
452.5,Link_Test_1,3.4009
452.6,Link_Test_1,3.1398
452.7,Link_Test_1,3.403
452.8,Link_Test_1,3.2793
452.9,Link_Test_1,3.7824
453.0,Link_Test_1,3.0095
453.1,Link_Test_1,3.4526
453.2,Link_Test_1,3.3258
453.3,Link_Test_1,3.0682
453.4,Link_Test_1,3.2384
453.5,Link_Test_1,3.4367
453.6,Link_Test_1,2.9844
453.7,Link_Test_1,3.1619
453.8,Link_Test_1,3.4617
453.9,Link_Test_1,3.1305
454.0,Link_Test_1,3.6802
454.1,Link_Test_1,3.2903
454.2,Link_Test_1,3.3978
454.3,Link_Test_1,3.1929
454.4,Link_Test_1,2.9629
454.5,Link_Test_1,3.3865
454.6,Link_Test_1,3.1801
454.7,Link_Test_1,2.9108
454.8,Link_Test_1,3.326
454.9,Link_Test_1,3.334
455.0,Link_Test_1,3.3719
455.1,Link_Test_1,3.2911
455.2,Link_Test_1,3.0796
455.3,Link_Test_1,3.1626
455.4,Link_Test_1,3.1026
455.5,Link_Test_1,3.1106
455.6,Link_Test_1,2.8956
455.7,Link_Test_1,2.6515
455.8,Link_Test_1,3.1228
455.9,Link_Test_1,2.9954
456.0,Link_Test_1,3.3129
456.1,Link_Test_1,3.0411
456.2,Link_Test_1,3.1956
456.3,Link_Test_1,2.8187
456.4,Link_Test_1,2.9144
456.5,Link_Test_1,2.8671
456.6,Link_Test_1,3.0393
456.7,Link_Test_1,3.0741
456.8,Link_Test_1,3.1961
456.9,Link_Test_1,2.8395
457.0,Link_Test_1,3.1432
457.1,Link_Test_1,3.1436
457.2,Link_Test_1,2.8805
457.3,Link_Test_1,3.0873
457.4,Link_Test_1,3.0392
457.5,Link_Test_1,3.15
457.6,Link_Test_1,3.0314
457.7,Link_Test_1,3.0745
457.8,Link_Test_1,2.4986
457.9,Link_Test_1,2.6338
458.0,Link_Test_1,2.4066
458.1,Link_Test_1,2.8075
458.2,Link_Test_1,2.6392
458.3,Link_Test_1,2.7299
458.4,Link_Test_1,2.5784
458.5,Link_Test_1,2.6877
458.6,Link_Test_1,2.8395
458.7,Link_Test_1,2.798
458.8,Link_Test_1,2.8097
458.9,Link_Test_1,2.9922
459.0,Link_Test_1,2.9338
459.1,Link_Test_1,2.6376
459.2,Link_Test_1,2.6998
459.3,Link_Test_1,2.5618
459.4,Link_Test_1,2.4841
459.5,Link_Test_1,2.8365
459.6,Link_Test_1,2.5579
459.7,Link_Test_1,2.6695
459.8,Link_Test_1,2.7557
459.9,Link_Test_1,2.1477
460.0,Link_Test_1,2.6097
460.1,Link_Test_1,2.3492
460.2,Link_Test_1,2.5157
460.3,Link_Test_1,2.229
460.4,Link_Test_1,2.4394
460.5,Link_Test_1,2.2165
460.6,Link_Test_1,2.5122
460.7,Link_Test_1,2.4585
460.8,Link_Test_1,2.481
460.9,Link_Test_1,2.3903
461.0,Link_Test_1,2.1861
461.1,Link_Test_1,2.2021
461.2,Link_Test_1,2.4748
461.3,Link_Test_1,2.124
461.4,Link_Test_1,2.1765
461.5,Link_Test_1,2.2676
461.6,Link_Test_1,2.2143
461.7,Link_Test_1,2.3054
461.8,Link_Test_1,2.4826
461.9,Link_Test_1,2.2377
462.0,Link_Test_1,1.9676
462.1,Link_Test_1,2.2367
462.2,Link_Test_1,2.2582
462.3,Link_Test_1,2.3823
462.4,Link_Test_1,2.0793
462.5,Link_Test_1,2.3106
462.6,Link_Test_1,2.2562
462.7,Link_Test_1,1.9688
462.8,Link_Test_1,2.2401
462.9,Link_Test_1,2.0602
463.0,Link_Test_1,1.7872
463.1,Link_Test_1,1.8857
463.2,Link_Test_1,1.9355
463.3,Link_Test_1,2.0891
463.4,Link_Test_1,2.1436
463.5,Link_Test_1,2.0512
463.6,Link_Test_1,2.3843
463.7,Link_Test_1,2.0288
463.8,Link_Test_1,2.1041
463.9,Link_Test_1,1.8273
464.0,Link_Test_1,2.179
464.1,Link_Test_1,2.0909
464.2,Link_Test_1,2.0074
464.3,Link_Test_1,2.0463
464.4,Link_Test_1,2.1084
464.5,Link_Test_1,1.6053
464.6,Link_Test_1,1.9567
464.7,Link_Test_1,2.1037
464.8,Link_Test_1,1.9291
464.9,Link_Test_1,2.051
465.0,Link_Test_1,1.9916
465.1,Link_Test_1,1.9249
465.2,Link_Test_1,1.7099
465.3,Link_Test_1,2.0563
465.4,Link_Test_1,1.7269
465.5,Link_Test_1,1.5987
465.6,Link_Test_1,1.7355
465.7,Link_Test_1,1.9537
465.8,Link_Test_1,1.5722
465.9,Link_Test_1,1.8656
466.0,Link_Test_1,1.6969
466.1,Link_Test_1,1.4373
466.2,Link_Test_1,1.7189
466.3,Link_Test_1,1.4327
466.4,Link_Test_1,1.8881
466.5,Link_Test_1,1.2994
466.6,Link_Test_1,1.376
466.7,Link_Test_1,1.5371
466.8,Link_Test_1,1.9324
466.9,Link_Test_1,1.466
467.0,Link_Test_1,1.5571
467.1,Link_Test_1,1.6103
467.2,Link_Test_1,1.6173
467.3,Link_Test_1,1.331
467.4,Link_Test_1,1.7829
467.5,Link_Test_1,1.2184
467.6,Link_Test_1,1.513
467.7,Link_Test_1,1.1824
467.8,Link_Test_1,1.5591
467.9,Link_Test_1,1.5426
468.0,Link_Test_1,1.2786
468.1,Link_Test_1,1.14
468.2,Link_Test_1,1.6599
468.3,Link_Test_1,1.4126
468.4,Link_Test_1,1.6172
468.5,Link_Test_1,1.4178
468.6,Link_Test_1,1.5662
468.7,Link_Test_1,1.8054
468.8,Link_Test_1,1.4566
468.9,Link_Test_1,1.3859
469.0,Link_Test_1,1.6235
469.1,Link_Test_1,1.5644
469.2,Link_Test_1,1.5088
469.3,Link_Test_1,1.3606
469.4,Link_Test_1,1.413
469.5,Link_Test_1,1.2602
469.6,Link_Test_1,1.1741
469.7,Link_Test_1,1.3484
469.8,Link_Test_1,1.3736
469.9,Link_Test_1,1.6463
470.0,Link_Test_1,1.5303
470.1,Link_Test_1,1.2695
470.2,Link_Test_1,1.4597
470.3,Link_Test_1,1.3815
470.4,Link_Test_1,1.2202
470.5,Link_Test_1,0.8038
470.6,Link_Test_1,1.3734
470.7,Link_Test_1,1.172
470.8,Link_Test_1,1.5011
470.9,Link_Test_1,1.3957
471.0,Link_Test_1,1.3766
471.1,Link_Test_1,1.4135
471.2,Link_Test_1,1.2387
471.3,Link_Test_1,1.3323
471.4,Link_Test_1,1.2759
471.5,Link_Test_1,1.5553
471.6,Link_Test_1,1.6892
471.7,Link_Test_1,1.3338
471.8,Link_Test_1,1.3293
471.9,Link_Test_1,1.4642
472.0,Link_Test_1,1.3226
472.1,Link_Test_1,0.9585
472.2,Link_Test_1,1.7403
472.3,Link_Test_1,1.1057
472.4,Link_Test_1,1.2227
472.5,Link_Test_1,1.0066
472.6,Link_Test_1,1.1003
472.7,Link_Test_1,1.7065
472.8,Link_Test_1,1.3518
472.9,Link_Test_1,1.2807
473.0,Link_Test_1,1.2989
473.1,Link_Test_1,1.3002
473.2,Link_Test_1,1.1614
473.3,Link_Test_1,1.285
473.4,Link_Test_1,0.9833
473.5,Link_Test_1,1.1531
473.6,Link_Test_1,1.1594
473.7,Link_Test_1,1.3738
473.8,Link_Test_1,1.0002
473.9,Link_Test_1,1.1009
474.0,Link_Test_1,1.3323
474.1,Link_Test_1,1.6075
474.2,Link_Test_1,1.2992
474.3,Link_Test_1,1.31
474.4,Link_Test_1,1.2498
474.5,Link_Test_1,1.2033
474.6,Link_Test_1,1.2619
474.7,Link_Test_1,1.7091
474.8,Link_Test_1,1.2296
474.9,Link_Test_1,1.5519
475.0,Link_Test_1,1.1106
475.1,Link_Test_1,1.5777
475.2,Link_Test_1,1.5686
475.3,Link_Test_1,1.2299
475.4,Link_Test_1,1.4434
475.5,Link_Test_1,1.2524
475.6,Link_Test_1,1.1844
475.7,Link_Test_1,1.1661
475.8,Link_Test_1,1.2625
475.9,Link_Test_1,1.2823
476.0,Link_Test_1,1.1929
476.1,Link_Test_1,1.4156
476.2,Link_Test_1,1.2245
476.3,Link_Test_1,1.3348
476.4,Link_Test_1,1.025
476.5,Link_Test_1,1.1949
476.6,Link_Test_1,1.2579
476.7,Link_Test_1,1.3757
476.8,Link_Test_1,1.2751
476.9,Link_Test_1,0.993
477.0,Link_Test_1,1.228
477.1,Link_Test_1,1.5029
477.2,Link_Test_1,1.3576
477.3,Link_Test_1,1.3305
477.4,Link_Test_1,1.2693
477.5,Link_Test_1,1.6188
477.6,Link_Test_1,1.3093
477.7,Link_Test_1,1.2409
477.8,Link_Test_1,1.2661
477.9,Link_Test_1,1.5976
478.0,Link_Test_1,1.6712
478.1,Link_Test_1,1.0733
478.2,Link_Test_1,1.3305
478.3,Link_Test_1,1.5068
478.4,Link_Test_1,1.6362
478.5,Link_Test_1,1.3945
478.6,Link_Test_1,1.2443
478.7,Link_Test_1,1.2105
478.8,Link_Test_1,1.5117
478.9,Link_Test_1,1.6032
479.0,Link_Test_1,1.4702
479.1,Link_Test_1,1.675
479.2,Link_Test_1,1.7836
479.3,Link_Test_1,1.4751
479.4,Link_Test_1,1.6283
479.5,Link_Test_1,1.0805
479.6,Link_Test_1,1.3016
479.7,Link_Test_1,1.5158
479.8,Link_Test_1,1.6692
479.9,Link_Test_1,1.4482
480.0,Link_Test_1,1.6164
480.1,Link_Test_1,1.4556
480.2,Link_Test_1,1.4207
480.3,Link_Test_1,1.3681
480.4,Link_Test_1,1.371
480.5,Link_Test_1,1.5744
480.6,Link_Test_1,1.4924
480.7,Link_Test_1,1.5802
480.8,Link_Test_1,1.8952
480.9,Link_Test_1,1.6823
481.0,Link_Test_1,1.8766
481.1,Link_Test_1,1.5475
481.2,Link_Test_1,1.5691
481.3,Link_Test_1,1.444
481.4,Link_Test_1,1.3476
481.5,Link_Test_1,1.7492
481.6,Link_Test_1,1.9487
481.7,Link_Test_1,1.5979
481.8,Link_Test_1,1.744
481.9,Link_Test_1,1.7323
482.0,Link_Test_1,1.9911
482.1,Link_Test_1,2.1043
482.2,Link_Test_1,1.5304
482.3,Link_Test_1,1.6471
482.4,Link_Test_1,2.1084
482.5,Link_Test_1,1.4944
482.6,Link_Test_1,1.7912
482.7,Link_Test_1,1.6901
482.8,Link_Test_1,1.3968
482.9,Link_Test_1,1.858
483.0,Link_Test_1,1.7602
483.1,Link_Test_1,2.061
483.2,Link_Test_1,1.6574
483.3,Link_Test_1,1.6275
483.4,Link_Test_1,1.5009
483.5,Link_Test_1,1.9601
483.6,Link_Test_1,1.9807
483.7,Link_Test_1,1.8396
483.8,Link_Test_1,2.2077
483.9,Link_Test_1,2.2394
484.0,Link_Test_1,2.1273
484.1,Link_Test_1,1.4346
484.2,Link_Test_1,1.6732
484.3,Link_Test_1,2.056
484.4,Link_Test_1,2.1535
484.5,Link_Test_1,1.9423
484.6,Link_Test_1,1.7015
484.7,Link_Test_1,2.1247
484.8,Link_Test_1,1.8687
484.9,Link_Test_1,1.8554
485.0,Link_Test_1,1.9788
485.1,Link_Test_1,2.1403
485.2,Link_Test_1,2.1854
485.3,Link_Test_1,1.9866
485.4,Link_Test_1,2.3316
485.5,Link_Test_1,2.1186
485.6,Link_Test_1,2.5844
485.7,Link_Test_1,2.2134
485.8,Link_Test_1,2.1579
485.9,Link_Test_1,2.5891
486.0,Link_Test_1,2.0384
486.1,Link_Test_1,2.218
486.2,Link_Test_1,2.4229
486.3,Link_Test_1,2.1963
486.4,Link_Test_1,2.3103
486.5,Link_Test_1,2.1567
486.6,Link_Test_1,2.4563
486.7,Link_Test_1,2.7652
486.8,Link_Test_1,2.6196
486.9,Link_Test_1,2.1471
487.0,Link_Test_1,2.3072
487.1,Link_Test_1,2.3655
487.2,Link_Test_1,2.5717
487.3,Link_Test_1,2.4594
487.4,Link_Test_1,2.5431
487.5,Link_Test_1,2.1725
487.6,Link_Test_1,2.2779
487.7,Link_Test_1,2.1828
487.8,Link_Test_1,2.3554
487.9,Link_Test_1,2.376
488.0,Link_Test_1,2.3413
488.1,Link_Test_1,2.9351
488.2,Link_Test_1,2.6329
488.3,Link_Test_1,2.2176
488.4,Link_Test_1,2.8655
488.5,Link_Test_1,2.3622
488.6,Link_Test_1,2.6019
488.7,Link_Test_1,2.4171
488.8,Link_Test_1,2.7561
488.9,Link_Test_1,2.2226
489.0,Link_Test_1,2.4398
489.1,Link_Test_1,2.1666
489.2,Link_Test_1,2.7422
489.3,Link_Test_1,2.5775
489.4,Link_Test_1,2.7049
489.5,Link_Test_1,2.4952
489.6,Link_Test_1,2.7986
489.7,Link_Test_1,2.8085
489.8,Link_Test_1,2.9642
489.9,Link_Test_1,2.6302
490.0,Link_Test_1,2.6169
490.1,Link_Test_1,2.7085
490.2,Link_Test_1,2.6733
490.3,Link_Test_1,2.8675
490.4,Link_Test_1,2.7908
490.5,Link_Test_1,2.7451
490.6,Link_Test_1,2.7506
490.7,Link_Test_1,2.9961
490.8,Link_Test_1,3.0866
490.9,Link_Test_1,2.9948
491.0,Link_Test_1,2.9734
491.1,Link_Test_1,3.0513
491.2,Link_Test_1,2.6551
491.3,Link_Test_1,2.8183
491.4,Link_Test_1,2.5603
491.5,Link_Test_1,2.9411
491.6,Link_Test_1,3.0701
491.7,Link_Test_1,3.1845
491.8,Link_Test_1,3.1049
491.9,Link_Test_1,3.2885
492.0,Link_Test_1,3.008
492.1,Link_Test_1,2.8765
492.2,Link_Test_1,2.9728
492.3,Link_Test_1,3.1512
492.4,Link_Test_1,3.1175
492.5,Link_Test_1,3.0874
492.6,Link_Test_1,3.2271
492.7,Link_Test_1,2.9392
492.8,Link_Test_1,3.2592
492.9,Link_Test_1,3.2158
493.0,Link_Test_1,3.0923
493.1,Link_Test_1,2.7129
493.2,Link_Test_1,3.3732
493.3,Link_Test_1,3.0431
493.4,Link_Test_1,3.0059
493.5,Link_Test_1,3.1956
493.6,Link_Test_1,3.3785
493.7,Link_Test_1,2.9791
493.8,Link_Test_1,3.6302
493.9,Link_Test_1,3.4342
494.0,Link_Test_1,3.2348
494.1,Link_Test_1,3.2769
494.2,Link_Test_1,3.2646
494.3,Link_Test_1,3.5105
494.4,Link_Test_1,3.274
494.5,Link_Test_1,3.144
494.6,Link_Test_1,3.2771
494.7,Link_Test_1,3.0625
494.8,Link_Test_1,3.1733
494.9,Link_Test_1,3.1373
495.0,Link_Test_1,3.3277
495.1,Link_Test_1,3.3818
495.2,Link_Test_1,3.5018
495.3,Link_Test_1,2.9496
495.4,Link_Test_1,3.5126
495.5,Link_Test_1,3.7561
495.6,Link_Test_1,3.626
495.7,Link_Test_1,3.6243
495.8,Link_Test_1,3.6832
495.9,Link_Test_1,3.8428
496.0,Link_Test_1,3.479
496.1,Link_Test_1,3.4899
496.2,Link_Test_1,3.4609
496.3,Link_Test_1,3.6058
496.4,Link_Test_1,3.3148
496.5,Link_Test_1,3.9113
496.6,Link_Test_1,3.3633
496.7,Link_Test_1,3.5801
496.8,Link_Test_1,3.5564
496.9,Link_Test_1,3.703
497.0,Link_Test_1,3.2371
497.1,Link_Test_1,3.7003
497.2,Link_Test_1,3.5123
497.3,Link_Test_1,3.8501
497.4,Link_Test_1,3.7816
497.5,Link_Test_1,3.681
497.6,Link_Test_1,3.5126
497.7,Link_Test_1,3.7507
497.8,Link_Test_1,3.6903
497.9,Link_Test_1,3.7856
498.0,Link_Test_1,3.768
498.1,Link_Test_1,3.7802
498.2,Link_Test_1,4.0156
498.3,Link_Test_1,3.4558
498.4,Link_Test_1,3.677
498.5,Link_Test_1,3.7899
498.6,Link_Test_1,3.5739
498.7,Link_Test_1,3.5442
498.8,Link_Test_1,3.8167
498.9,Link_Test_1,4.1692
499.0,Link_Test_1,3.4614
499.1,Link_Test_1,3.7748
499.2,Link_Test_1,4.0389
499.3,Link_Test_1,4.001
499.4,Link_Test_1,3.6671
499.5,Link_Test_1,3.7436
499.6,Link_Test_1,3.8784
499.7,Link_Test_1,3.975
499.8,Link_Test_1,3.8237
499.9,Link_Test_1,4.0171
500.0,Link_Test_1,3.6194
500.1,Link_Test_1,3.9377
500.2,Link_Test_1,3.7017
500.3,Link_Test_1,3.8604
500.4,Link_Test_1,3.7629
500.5,Link_Test_1,3.9706
500.6,Link_Test_1,4.1384
500.7,Link_Test_1,3.778
500.8,Link_Test_1,4.0954
500.9,Link_Test_1,4.2589
501.0,Link_Test_1,4.2432
501.1,Link_Test_1,3.9196
501.2,Link_Test_1,4.0056
501.3,Link_Test_1,3.9162
501.4,Link_Test_1,3.7377
501.5,Link_Test_1,3.9198
501.6,Link_Test_1,3.7362
501.7,Link_Test_1,3.889
501.8,Link_Test_1,3.8194
501.9,Link_Test_1,4.0355
502.0,Link_Test_1,3.7889
502.1,Link_Test_1,4.3206
502.2,Link_Test_1,4.1245
502.3,Link_Test_1,4.0894
502.4,Link_Test_1,4.2475
502.5,Link_Test_1,3.9992
502.6,Link_Test_1,4.0935
502.7,Link_Test_1,3.6618
502.8,Link_Test_1,4.2888
502.9,Link_Test_1,3.8998
503.0,Link_Test_1,4.2045
503.1,Link_Test_1,3.6279
503.2,Link_Test_1,4.078
503.3,Link_Test_1,3.8789
503.4,Link_Test_1,4.2072
503.5,Link_Test_1,4.3185
503.6,Link_Test_1,4.0877
503.7,Link_Test_1,4.3141
503.8,Link_Test_1,4.0184
503.9,Link_Test_1,4.2165
504.0,Link_Test_1,3.6302
504.1,Link_Test_1,4.3423
504.2,Link_Test_1,4.3022
504.3,Link_Test_1,4.3063
504.4,Link_Test_1,4.0357
504.5,Link_Test_1,3.9153
504.6,Link_Test_1,4.1781
504.7,Link_Test_1,4.3286
504.8,Link_Test_1,4.212
504.9,Link_Test_1,3.949
505.0,Link_Test_1,4.4021
505.1,Link_Test_1,3.9984
505.2,Link_Test_1,4.1719
505.3,Link_Test_1,3.9813
505.4,Link_Test_1,4.0981
505.5,Link_Test_1,4.1581
505.6,Link_Test_1,4.0743
505.7,Link_Test_1,3.9006
505.8,Link_Test_1,3.999
505.9,Link_Test_1,3.5845
506.0,Link_Test_1,4.1161
506.1,Link_Test_1,3.6879
506.2,Link_Test_1,4.328
506.3,Link_Test_1,4.1662
506.4,Link_Test_1,3.8303
506.5,Link_Test_1,3.8071
506.6,Link_Test_1,4.0674
506.7,Link_Test_1,4.0089
506.8,Link_Test_1,4.3121
506.9,Link_Test_1,4.2489
507.0,Link_Test_1,4.2035
507.1,Link_Test_1,4.0998
507.2,Link_Test_1,4.1174
507.3,Link_Test_1,3.7925
507.4,Link_Test_1,3.942
507.5,Link_Test_1,4.3068
507.6,Link_Test_1,3.8719
507.7,Link_Test_1,3.9133
507.8,Link_Test_1,3.7495
507.9,Link_Test_1,3.7759
508.0,Link_Test_1,3.8376
508.1,Link_Test_1,3.7269
508.2,Link_Test_1,3.9824
508.3,Link_Test_1,4.1166
508.4,Link_Test_1,3.8578
508.5,Link_Test_1,3.3983
508.6,Link_Test_1,3.8213
508.7,Link_Test_1,3.6961
508.8,Link_Test_1,4.1317
508.9,Link_Test_1,3.828
509.0,Link_Test_1,3.8085
509.1,Link_Test_1,4.0493
509.2,Link_Test_1,4.0256
509.3,Link_Test_1,3.7787
509.4,Link_Test_1,3.7704
509.5,Link_Test_1,3.7291
509.6,Link_Test_1,3.833
509.7,Link_Test_1,4.0559
509.8,Link_Test_1,4.0641
509.9,Link_Test_1,3.5942
510.0,Link_Test_1,3.9003
510.1,Link_Test_1,3.8253
510.2,Link_Test_1,4.1885
510.3,Link_Test_1,3.3958
510.4,Link_Test_1,3.7372
510.5,Link_Test_1,3.7418
510.6,Link_Test_1,3.5169
510.7,Link_Test_1,3.9275
510.8,Link_Test_1,3.9287
510.9,Link_Test_1,3.6844
511.0,Link_Test_1,4.0987
511.1,Link_Test_1,4.1248
511.2,Link_Test_1,3.4342
511.3,Link_Test_1,3.6977
511.4,Link_Test_1,3.674
511.5,Link_Test_1,3.6811
511.6,Link_Test_1,3.4729
511.7,Link_Test_1,3.3668
511.8,Link_Test_1,3.5419
511.9,Link_Test_1,3.4468
512.0,Link_Test_1,3.867
